anime_id,Name,English name,Other name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Producers,Licensors,Studios,Source,Duration,Rating,Rank,Popularity,Favorites,Scored By,Members,Image URL
579,Battle Programmer Shirase,UNKNOWN,バトルプログラマーシラセ,6.9,"Comedy, Sci-Fi, Ecchi","Battle Programmer Shirase, also known as BPS, is a free programmer with super hacking abilities who doesn't work for money. What he does work for is certainly something that only people like him would appreciate. But, his demeanor certainly doesn't suit the jobs he is hired for. With the evil King of America causing trouble via the internet, Shirase is nothing but busy as each new adventure brings even more interesting people into the picture.

(Source: ANN)",TV,15.0,"Oct 4, 2003 to Jan 4, 2004",fall 2003,Finished Airing,GANSIS,Maiden Japan,AIC,Original,12 min per ep,PG-13 - Teens 13 or older,4376.0,3566,109,15678.0,34197,https://cdn.myanimelist.net/images/anime/12/2867.jpg
580,Kogepan,Scorched Bread,こげぱん,6.77,"Comedy, Gourmet","An accident in the bakery's oven caused a piece of bread to stay in the oven for way too long. Thus Kogepan was born - a piece of burnt bread, having no chance to be sold.

(Source: ANN)",TV,10.0,"Nov 5, 2001 to Nov 16, 2001",fall 2001,Finished Airing,San-X,UNKNOWN,Pierrot,Other,4 min per ep,G - All Ages,4996.0,7292,34,3286.0,6295,https://cdn.myanimelist.net/images/anime/13/63859.jpg
581,Honoo no Labyrinth,Labyrinth Of Flames,炎のらびりんす,6.2,"Adventure, Comedy, Ecchi","Meet Galan, a Russian spastic geek who`d do anything to be a real, live samurai. But that`s just an impossible dream... or is it? When his friend Natsu, who is a successor of Japanese emigrants family, gives him the gift of an ancient sword, strange events unfold, and even stranger people drop out of the sky to attack. Now Galan must overcome his ineptitude and join a bunch of beautiful women in a wacky romp through a kingdom that time forgot. Hey, what could be better?

(Source: AniDB, edited)",OVA,2.0,"Sep 25, 2000 to Dec 21, 2000",UNKNOWN,Finished Airing,Bandai Visual,Central Park Media,Studio Fantasia,Original,32 min per ep,R+ - Mild Nudity,7882.0,5985,14,4602.0,10232,https://cdn.myanimelist.net/images/anime/3/20329.jpg
582,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,UNKNOWN,セクシーコマンドー外伝 すごいよ!! マサルさん,7.63,"Action, Comedy","Okometsubu Fujiyama has recently transferred over to a new school, Wakame High School. His goal is to make 100 friends--until he meets the extremely weird Masaru Hananakajima. Masaru is a martial artist whose specialty is the ""Sexy Commando"" form of martial art. Masaru forms a club based on this art, including Fujiyama, who he nicknames Fuumin, in the club. The club becomes full of strange, yet wacky people. Aliens, mustaches, and cute fuzzy animals are encountered as the club moves along and gets steadily more popular.

(Source: ANN)",TV,48.0,"Jan 6, 1998 to Apr 1, 1998",winter 1998,Finished Airing,"Madhouse, Bandai Visual, TBS",UNKNOWN,Magic Bus,Manga,8 min per ep,R - 17+ (violence & profanity),1303.0,5524,137,3392.0,12458,https://cdn.myanimelist.net/images/anime/13/39595.jpg
584,Noein: Mou Hitori no Kimi e,Noein: to your other self,ノエイン もうひとりの君へ,7.57,"Adventure, Drama, Sci-Fi","During their last summer of elementary school, four friends decide to undertake a test of courage at their local graveyard. Before the test begins, Haruka Kaminogi makes a last effort to pull Yuu Gotou away from his controlling mother. While doing so, Haruka suddenly has a strange vision of blue snow followed by the appearance of an imposing silver-haired man. Later, a similar vision occurs at the graveyard to both Haruka and her friends before they try to escape what they assume are ghosts.

Unbeknownst to the children, the people who appeared before them are Dragon Soldiers: an elite military group from a dimension known as La'cryma. The soldiers have traveled to this dimension to secure the ""Dragon Torque""—an entity they believe to be their last hope for survival.  However, both the Dragon Soldiers and Haruka are shocked to learn that the Dragon Torque is Haruka herself. She attempts to escape from the Dragon Soldiers as she finds her own last ray of hope—the strange silver-haired man who claims to be another version of Yuu himself.",TV,24.0,"Oct 12, 2005 to Mar 29, 2006",fall 2005,Finished Airing,"Lantis, Media Factory, Rikuentai, Toshiba Entertainment, Bandai Channel","Funimation, Manga Entertainment",Satelight,Original,25 min per ep,PG-13 - Teens 13 or older,1456.0,2085,726,29637.0,89292,https://cdn.myanimelist.net/images/anime/1/584.jpg
585,Mimi wo Sumaseba,Whisper of the Heart,耳をすませば,8.22,"Drama, Romance","Shizuku Tsukishima is an energetic 14-year-old girl who enjoys reading and writing poetry in her free time. Glancing at the checkout cards of her books one evening, she notices that her library books are frequently checked out by a boy named Seiji Amasawa. Curiosity strikes Shizuku, and she decides to search for the boy who shares her love for literature.

Meeting a peculiar cat on the train, Shizuku follows the animal and is eventually led to a quaint antique shop, where she learns about a cat statuette known as ""The Baron."" Taking an interest in the shop, she surprisingly finds Seiji, and the two quickly befriend one another. Shizuku learns while acquainting herself with Seiji that he has a dream that he would like to fulfill, causing her dismay as she remains uncertain of her future and has yet to recognize her talents.

However, as her relationship with Seiji grows, Shizuku becomes determined to work toward a goal. Guided by the whispers of her heart and inspiration from The Baron, she resolves to carve out her own potential and dreams.",Movie,1.0,"Jul 15, 1995",UNKNOWN,Finished Airing,Tokuma Shoten,"Disney Platform Distribution, GKIDS",Studio Ghibli,Manga,1 hr 51 min,G - All Ages,325.0,647,4664,190624.0,337679,https://cdn.myanimelist.net/images/anime/1899/109259.jpg
586,Ayakashi: Japanese Classic Horror,UNKNOWN,怪～ayakashi～ Japanese Classic Horror,7.39,"Fantasy, Horror, Mystery","A collection of three classic Japanese horror stories: ""Yotsuya Kaidan"", the story of a wife betrayed by her husband who seeks vengeance even in death. ""Tenshu Monogatari"", the story of forbidden love between a goddess and a human, and ""Bakeneko"", the story of a mysterious cat monster with a vendetta against a certain family.",TV,11.0,"Jan 13, 2006 to Mar 24, 2006",winter 2006,Finished Airing,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment","Discotek Media, Geneon Entertainment USA",Toei Animation,Other,23 min per ep,R - 17+ (violence & profanity),2120.0,2350,271,24810.0,72999,https://cdn.myanimelist.net/images/anime/2/11746.jpg
587,Hanbun no Tsuki ga Noboru Sora,Looking Up At The Half-Moon,半分の月がのぼる空,7.47,"Comedy, Drama, Romance","After contracting hepatitis A, Ezaki Yuuichi has been confined to a hospital, away from his friends and family, much to his displeasure. To relieve his boredom, he has taken to sneaking out of the hospital, usually putting himself on the receiving end of a beating from his nurse. Upon meeting a girl his age also staying in the hospital, he is immediately captivated by her beauty. Akiba Rika's personality is not quite as captivating as her beauty however. In fact, she is rather selfish, moody, and bossy. But as the two spend more time with each other, they become closer, sharing the ordinary joys and trials of a budding teenage romance, even when darkened with impending tragedy—for Rika's condition does not leave her much longer to live.",TV,6.0,"Jan 13, 2006 to Feb 24, 2006",winter 2006,Finished Airing,"Pony Canyon, Dream Force","Nozomi Entertainment, Crimson Star Media",Group TAC,Light novel,24 min per ep,PG-13 - Teens 13 or older,1807.0,1951,496,48044.0,98705,https://cdn.myanimelist.net/images/anime/10/75201.jpg
588,Itsudatte My Santa!,Itsudatte My Santa!,いつだってMyサンタ！,5.89,"Comedy, Fantasy, Romance, Ecchi","Mai, a Santa in training, appears in front of an unlucky boy named Santa on Christmas Eve, promising him that she will make him happy for one night.",OVA,2.0,"Dec 7, 2005",UNKNOWN,Finished Airing,"Three Fat Samurai, Sol Blade",Funimation,TNK,Manga,28 min per ep,R+ - Mild Nudity,9345.0,5333,10,7335.0,13569,https://cdn.myanimelist.net/images/anime/11/2902.jpg
589,Ginga Nagareboshi Gin,Silver Fang,銀牙　流れ星銀,8.02,"Action, Adventure, Drama","Having been born a brindle (""Tora-ge"" or tiger striped) Akita, Gin (""Silver"", named after his fur color) is destined to become a successful bear-hunting dog. However, when he witnesses his father's death at the hands of the man-eating demon bear Akakabuto, he is chosen above his siblings to become his father's successor and defeat the monstrous bear that terrorizes his home village. As Akakabuto gathers his own allies, Gin must travel across Japan in search of dogs to join him in an all out war of dog vs. bear.",TV,21.0,"Apr 7, 1986 to Aug 22, 1986",spring 1986,Finished Airing,TV Asahi,UNKNOWN,Toei Animation,Manga,23 min per ep,PG-13 - Teens 13 or older,566.0,4065,820,11192.0,26085,https://cdn.myanimelist.net/images/anime/3/47461.jpg
590,Kage kara Mamoru!,Guardian Ninja Mamoru,陰からマモル！,6.58,"Comedy, Romance","Kagemori Mamoru is a dowdy boy whose hair is disheveled and who wears thick glasses, but he is actually the son of a ninja family. They have protected their neighbors, the Konnyaku family, secretly for 400 years. Mamoru has personally protected their daughter, Konnyaku Yuuna, since they were in kindergarten. When Yuuna is in trouble, Mamoru puts on ninja suit and turns into a competent ninja to help her.",TV,12.0,"Jan 8, 2006 to Mar 26, 2006",winter 2006,Finished Airing,"Aniplex, Studio Tulip, Tohokushinsha Film Corporation",Sentai Filmworks,Group TAC,Light novel,24 min per ep,PG-13 - Teens 13 or older,5956.0,4082,27,11616.0,25913,https://cdn.myanimelist.net/images/anime/8/20040.jpg
591,Amaenaide yo!!,Ah My Buddha,あまえないでよっ!!,6.45,"Comedy, Romance, Supernatural, Ecchi","Satonaka Ikkou, a 16 year old boy, is a first year trainee at the Saienji Buddhist Temple. He was sent there by his parents to be trained by his grandmother, the Saienji Priestess. At the temple he finds himself surrounded by beautiful female priestesses-in-training. Upon seeing a girl naked, Ikko has the ability to turn into a super-monk, performing massive exorcisms for the good of the temple.

(Source: ANN)",TV,12.0,"Jul 1, 2005 to Sep 16, 2005",summer 2005,Finished Airing,UNKNOWN,"Nozomi Entertainment, Media Blasters",Studio Deen,Manga,24 min per ep,R+ - Mild Nudity,6595.0,2344,81,35177.0,73399,https://cdn.myanimelist.net/images/anime/2/32071.jpg
592,PopoloCrois,UNKNOWN,ポポロクロイス,6.83,"Adventure, Fantasy","Pinon, the boy who flows within his body, the blood of the three races (the Dragons, the fairies and the humans), is actually the son of the Courageous One, Pietro. Pinon's encounter with a mysterious animal, Pap, opens up the door to an adventurous journey. He befriends Luna and Marco on the way. However, when he learns that his adventure will determine the fate of PoPoLoCrois, Pinon hardens his heart and leaves his friends. Unknown to him, this is an introductory chapter to a new adventure and Pinon will realise that he must resolve the bigger crisis present in PoPoLoCrois. 

(Source: ANN)",TV,26.0,"Oct 5, 2003 to Mar 28, 2004",fall 2003,Finished Airing,"Tokyo Movie Shinsha, Tohokushinsha Film Corporation",UNKNOWN,TMS Entertainment,Game,23 min per ep,PG - Children,4731.0,10590,2,658.0,2052,https://cdn.myanimelist.net/images/anime/8/27541.jpg
593,Mugen no Ryvius,Infinite Ryvius,無限のリヴァイアス,7.43,"Award Winning, Drama, Sci-Fi","The year is AD 2225. Kouji Aiba and Aoi Housen are serving as astronauts in-training in Liebe Delta which is located on the edge of the Geduld Sea. When saboteurs with unknown intents suddenly strike during a routine dive procedure, the space station plummets into the Geduld, a plasma field that links all the planets like a nervous system and crushes any ship that strays too far into it. With all the adults onboard killed, the young astronauts will have to survive this long journey home in midst of the growing tension amongst each other. Meanwhile the organizers of the sabotage look on and prepare to attack once more.",TV,26.0,"Oct 6, 1999 to Mar 29, 2000",fall 1999,Finished Airing,"TV Tokyo, Bandai Visual, Yomiko Advertising","Bandai Entertainment, Sentai Filmworks",Sunrise,Original,23 min per ep,PG-13 - Teens 13 or older,1968.0,3151,321,12106.0,43084,https://cdn.myanimelist.net/images/anime/3/16734.jpg
594,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,Naruto: The Lost Story - Mission: Protect the Waterfall Village,滝隠れの死闘　オレが英雄だってばよ!,6.76,"Action, Adventure, Fantasy","After safely escorting the cowardly Takigakure leader Shibuki to his homeland, Naruto Uzumaki, Sasuke Uchiha, and Sakura Haruno are taken aback by the village's sudden invasion of rogue ninjas. As their teacher Kakashi Hatake had departed for Konohagakure beforehand, the team is left to deal with the attacking forces on their own. 

While the group prepares for a rescue operation, they learn that Suien, the mastermind behind the assault, is pursuing the Hero Water—an elixir that briefly increases the chakra of those who drink it by tenfold. Knowing that the liquid is in Shibuki's possession, Suien takes the villagers hostage to use them as a bargaining chip. 

Despite the odds stacked against them, Naruto fights the enemy heroically, spurring Shibuki on to discover the courage to protect his people.",Special,1.0,"Dec 20, 2003",UNKNOWN,Finished Airing,UNKNOWN,VIZ Media,Pierrot,Manga,40 min,PG-13 - Teens 13 or older,5025.0,2102,138,49370.0,88258,https://cdn.myanimelist.net/images/anime/11/20921.jpg
595,X OVA,X: An Omen,X -エックス-第零話 予兆,6.78,"Drama, Fantasy, Mystery, Romance, Supernatural","In this prequel to the ""X"" TV series, a beautiful, young, bedridden dreamgazer named Kakyou remembers the life and death of a remarkable young woman whom he met in dreams. He also recounts his dreams of a tragic future in which the fate of the Earth will be decided.

(Source: ANN)",OVA,1.0,"Aug 25, 2001",UNKNOWN,Finished Airing,Kadokawa Shoten,"Funimation, Geneon Entertainment USA",Madhouse,Manga,22 min,PG-13 - Teens 13 or older,4960.0,5467,5,6034.0,12815,https://cdn.myanimelist.net/images/anime/12/83082.jpg
596,Chobits: Chibits,Chobits: Chibits - Sumomo and Kotoko Deliver,ちょびっツ ちびっツ すもも・琴子　届ける,6.97,"Comedy, Romance","When Hideki Motosuwa leaves his apartment and accidentally forgets his wallet, Chii takes the wallet and follows him, leaving Sumomo and Kotoko alone in the apartment. It doesn’t take long time until Sumomo discovers that Chii forgot her panties, so Sumomo and Kotoko sets out on an adventurous trip to return the panties to Chii.

(Source: ANN)",Special,1.0,"Jun 27, 2003",UNKNOWN,Finished Airing,"Movic, Pioneer LDC","Funimation, Geneon Entertainment USA",Madhouse,Manga,6 min,PG-13 - Teens 13 or older,4108.0,3021,59,26596.0,46320,https://cdn.myanimelist.net/images/anime/9/34375.jpg
597,Neko no Ongaeshi,The Cat Returns,猫の恩返し,7.72,"Adventure, Award Winning, Drama, Fantasy","High school student Haru Yoshioka is bored with the monotony of life. One day, she saves Prince Lune of the Cat Kingdom from being run over by a truck. As a token of gratitude, the Cat King sends her ""presents"" and invites her to the Cat Kingdom to become Lune's wife. Haru's inability to properly communicate with the cats leads to the misunderstanding that she has accepted the proposal.

As Haru ponders on ways to escape the predicament, a mysterious voice instructs her to search for the Cat Bureau. However, not long after she finally arrives at the bureau, a horde of cats swarms in and forcibly takes her to the Cat Kingdom, along with a member of the Cat Bureau. Concerned for their safety, owner of the Cat Bureau, Baron Humbert von Gikkingen, follows close behind.

The more Haru immerses herself in the activities of the Cat Kingdom, the more cat-like she becomes. To her dismay, she soon learns that, unless she can find her true self, she may become a cat permanently. Haru's adventures in the world of cats lead her down a path to self-discovery, allowing her to return as a more confident person.",Movie,1.0,"Jul 20, 2002",UNKNOWN,Finished Airing,UNKNOWN,"Disney Platform Distribution, GKIDS",Studio Ghibli,Other,1 hr 15 min,G - All Ages,1084.0,866,1415,162538.0,258288,https://cdn.myanimelist.net/images/anime/1/597.jpg
598,Jinzou Ningen Kikaider The Animation,Android Kikaider - The Animation,人造人間キカイダーTHE ANIMATION,6.96,"Action, Drama, Sci-Fi","The genius robotics professor, Dr. Komyoji has created Kikaider—a humanoid robot tasked with the protection of Dr. Komyoji's son and daughter. Gifted with the conscience circuit, Kikaider is given the power to simulate real emotions that helps to distinguish between ""right and wrong.""

Can Kikaider protect Dr. Komyoji's children and battle against the evil Dr. Gill and his army of androids? The fight against world domination lies in the hands of Kikaider.

(Source: Bandai Entertainment)",TV,13.0,"Oct 16, 2000 to Jan 8, 2001",fall 2000,Finished Airing,"Aniplex, SME Visual Works",Bandai Entertainment,"Radix, Studio OX",Other,23 min per ep,PG-13 - Teens 13 or older,4132.0,6122,70,4328.0,9706,https://cdn.myanimelist.net/images/anime/3/75542.jpg
599,Yuugen Kaisha,Phantom Quest Corp.,幽幻怪社,6.48,"Action, Adventure, Comedy, Supernatural","In a country where companies are categorized into many subdivisions and corporations, only one of them is a ghost corp—the Phantom quest corp. When otherworldly supernatural phenomenon threatens the city and its populace, Ayaka Kisaragi and her employees are on the job to fight any and all supernatural menace.

(Source: ANN)",OVA,4.0,"Aug 25, 1994 to Feb 25, 1995",UNKNOWN,Finished Airing,UNKNOWN,UNKNOWN,Madhouse,Original,30 min per ep,PG-13 - Teens 13 or older,6504.0,7367,8,2024.0,6120,https://cdn.myanimelist.net/images/anime/1932/96386.jpg
600,Legend of Duo,UNKNOWN,LEGEND OF DUO,4.86,"Boys Love, Drama, Supernatural","It is the early 21st century, and mankind is doomed. Due to a mysterious virus that steals the essence of human life, humanity has been pushed to the brink of extinction with only one hope for salvation: the blood of a vampire. Vampires have closely guarded the key to curing the virus for several years, which has led to an immense rift between them and humans and the world's descension into chaos.

A vampire named Duo, having leaked the secret to saving humanity, is now considered a traitor to his race, and the powerful vampire Zieg is on his trail. However, due to Zieg's sense of duty, his heart is torn: should he kill the man who betrayed his people, or will his personal history with Duo sway him to have a change of heart?",TV,12.0,"Oct 27, 2004 to Dec 1, 2005",fall 2004,Finished Airing,UNKNOWN,UNKNOWN,"Radix, Marine Entertainment",Original,5 min per ep,R - 17+ (violence & profanity),12124.0,5681,12,4767.0,11628,https://cdn.myanimelist.net/images/anime/7/23556.jpg
601,Nekojiru-sou,Cat Soup,ねこぢる草,7.32,"Avant Garde, Award Winning, Comedy","The main character, a cat named Nyatto, embarks upon a journey to save his sister's soul, which was ripped in two when Nyatto tried to save her from Death. She trails after him, brain-dead. They encounter many brilliant, mind-bending situations, beginning with a disturbing magic show.

(Source: ANN)",OVA,1.0,"Feb 21, 2001",UNKNOWN,Finished Airing,"Starchild Records, King Records",Central Park Media,J.C.Staff,Manga,32 min,PG-13 - Teens 13 or older,2432.0,2295,932,36566.0,76315,https://cdn.myanimelist.net/images/anime/5/84241.jpg
602,KO Seiki Beast Sanjuushi,KO Century Beast Warriors,ＫＯ世紀　ビースト三獣士,6.54,"Action, Adventure, Comedy, Fantasy, Supernatural","The series is set in the distant future in which the Earth is split in two. The southern hemisphere is placed in another dimension while the inhabitants of the northern hemisphere are able to morph into beast-like humanoids. Eventually the humans of the southern hemisphere, led by Uranus, attack the Beasts.

The Three Beasts, Wan Derbard (Wan Dabadadatta) of the Tiger Tribe, Bud Mint (Baado Mint) of the Bird Tribe, and Mei Mer (Mei Mah) of the Mermaid Tribe, are taken prisoner along with Mei Mer's companion Tuttle Millen (Mekka Mannen, also of the Mermaid tribe), but manage to escape thanks to a little girl named Yuuni Charm Password. Together they seek Gaia, which they believe to be a fabulous treasure, but they are pursued by Uranus's minions : V-Darn the vicious mage-knight, V-Sion the warrior woman and Akumako, V-Darn's sadistic imp-like partner.

(Source: Wikipedia)",OVA,7.0,"May 2, 1992 to Nov 21, 1993",UNKNOWN,Finished Airing,"Movic, Sony Music Entertainment",Nozomi Entertainment,"animate Film, Zero-G Room",Original,27 min per ep,PG-13 - Teens 13 or older,6136.0,9561,10,866.0,2909,https://cdn.myanimelist.net/images/anime/12/20394.jpg
603,Futari wa Precure,Pretty Cure,ふたりはプリキュア,7.08,"Action, Comedy, Fantasy","Middle school students Nagisa Misumi and Honoka Yukishiro are the epitome of dissimilarity. Popular with their classmates, Nagisa is the school's energetic star lacrosse player, while Honoka is the soft-spoken ""Queen of Intelligence.""

As unrelated as they may seem, Nagisa and Honoka live double lives as the ""emissaries of light"": Cure Black and Cure White of Pretty Cure. With the assistance of two fairies, Mipple and Mepple, the girls fight against the Dotsuku Zone—an evil force that has invaded the Garden of Light. In order to prevent the Dotsuku Zone from taking over the Garden of Rainbows as well, the pair must work together to find seven Prism Stones and restore the Prism Hopish to drive out the vile forces.

With strong foes standing in their way, Nagisa and Honoka learn to work together and harness their newfound powers in order to save the worlds from further ruin.",TV,49.0,"Feb 1, 2004 to Jan 30, 2005",winter 2004,Finished Airing,"Asatsu DK, Asahi Production, Asahi Broadcasting",4Kids Entertainment,Toei Animation,Original,24 min per ep,G - All Ages,3621.0,2974,325,18470.0,47673,https://cdn.myanimelist.net/images/anime/9/7533.jpg
604,Mahou no Stage Fancy Lala,Magical Stage Fancy Lala,魔法のステージ・ファンシーララ,7.18,"Comedy, Drama, Romance","Miho Shinohara is a care-free third-grader and an aspiring manga artist. One day, she encounters Mogu and Pigu - two lost fairies disguised as stuffed animals. In exchange for staying at her home until they find a way to return to their own world, the fairies give Miho a special sketch pad and pencil that enable her to magically create real objects from what she draws. With the pen, Miho can also transform into Lala, a beautiful teenage girl created from her manga art. As Lala, she is discovered by a talent agency, and so begins her adventures from an ordinary school girl to a model to an idol singer. 

(Source: ANN)",TV,26.0,"Apr 5, 1998 to Sep 27, 1998",spring 1998,Finished Airing,"Bandai Visual, Geneon Universal Entertainment, TV Osaka, Yomiuri Advertising, TV Tokyo Music",Bandai Entertainment,Pierrot,Original,24 min per ep,G - All Ages,3130.0,5676,55,3938.0,11646,https://cdn.myanimelist.net/images/anime/1673/132849.jpg
605,Tenshi ni Narumon!,I'm Gonna Be an Angel!,天使になるもんっ！,6.95,"Comedy, Fantasy, Romance","Yuusuke was just a normal kid going to high school. Then one day, the cute and behaloed Noelle fell, quite literally, into his life, naked as a baby and every bit as innocent. Before he can even fathom what's just happened, Yuusuke is inducted into a rather odd family of otherworldly beings. 

Papa is a Frankenstein monster with a taste for calisthenics. Mama is a gorgeous lady with a penchant for ""round objects"" -- really! The eldest sister, Sara, is literally invisible; the brother, Gabriel, is a teenage vampire with an attitude problem; and the youngest sister, Ruka, loves inventing things. There's a disapproving Grandma, who's a witch to the nth degree, and her vulture familiar. All Yuusuke wanted was for the beautiful Natsumi to even notice his attention, but now he has an angel-in-training to follow him wherever he goes. And Noelle, too, has a guide on her path to being an angel, the mysterious Michael.

(Source: AnimeNfo)",TV,26.0,"Apr 7, 1999 to Sep 29, 1999",spring 1999,Finished Airing,"TV Tokyo, Broccoli, Yomiko Advertising",Synch-Point,Pierrot,Original,23 min per ep,PG-13 - Teens 13 or older,4167.0,6828,55,2263.0,7415,https://cdn.myanimelist.net/images/anime/1671/94180.jpg
606,Kazemakase Tsukikage Ran,Carried by the Wind: Tsukikage Ran,風まかせ月影蘭,7.16,"Adventure, Comedy","In the Edo or Tokugawa period (1600–1868), Ran, a female wandering samurai whose skill with the katana is only matched by her taste for sake (rice wine), is joined by a chinese martial artist who calls herself Lady Meow of the Iron Cat Fist. Tsukikage Ran has individual episodes that are just short stories of their adventures.",TV,13.0,"Jan 26, 2000 to Apr 19, 2000",winter 2000,Finished Airing,Bandai Visual,Bandai Entertainment,Madhouse,Original,24 min per ep,PG-13 - Teens 13 or older,3243.0,4962,84,5401.0,16386,https://cdn.myanimelist.net/images/anime/5/16745.jpg
607,Otogi Juushi Akazukin,Fairy Musketeers,おとぎ銃士 赤ずきん,7.03,"Adventure, Comedy, Fantasy","Long, long ago, there existed a world of magic and science. God, afraid of man's potential, split the world in to the world of science, Elde, and the world of magic, Fandavale. One day in Fandavale, a terrible witch named Cendrillon (Cinderella) revives. Cendrillon plots to rule both worlds, and searches for the ""key"" which holds tremendous power.

A young boy from Elde by the name of Sōta meets a mysterious girl from Fandavale, Akazukin, and her talking wolf companion, Val. Sōta learns that he is the key Cendrillon is searching for. Now it is up to Akazukin, Val, and the other Fairy Musketeers to protect Sōta from Cendrillon and her Nightmarelians who wish to obtain the power he mysteriously possesses.",TV,39.0,"Jul 1, 2006 to Mar 31, 2007",summer 2006,Finished Airing,UNKNOWN,UNKNOWN,Madhouse,Original,24 min per ep,PG-13 - Teens 13 or older,3846.0,6857,20,1854.0,7324,https://cdn.myanimelist.net/images/anime/7/50145.jpg
608,Sakura Taisen: Katsudou Shashin,Sakura Wars: The Movie,サクラ大戦 活動写真,6.42,"Adventure, Sci-Fi","The Imperial Fighting Troupe is called again to defend Tokyo against the demons. However, this time, the Douglas-Stewart Company is selling a superior fighting machine that will revolutionize Japan's defense and make the Flower Division obsolete. However, the girls suspect something may be wrong when members of their team begin to vanish! But what can they do when their division has been placed on indefinite stand-by status?

(Source: Geneon)",Movie,1.0,"Dec 22, 2001",UNKNOWN,Finished Airing,"Kadokawa Shoten, Sega, Imagica, chara-ani.com, Imagine","Funimation, Geneon Entertainment USA",Production I.G,Game,1 hr 25 min,PG-13 - Teens 13 or older,6784.0,7172,5,2938.0,6543,https://cdn.myanimelist.net/images/anime/13/20234.jpg
609,Saishuu Heiki Kanojo: Another Love Song,Saikano: Another Love Song,最終兵器彼女Another Love Song,7.06,"Drama, Romance, Sci-Fi","Before Chise became the ""ultimate weapon,"" there was another—Lieutenant Mizuki. A battle-hardened military woman, she volunteered for an experimental procedure after injuries left her unable to return to the battlefield. As the prototype ultimate weapon, Lieutenant Mizuki was highly successful on the battlefield, however, as the first candidate, her development was limited.

When a more suitable candidate to become the weapon, Chise, is forced into the military, Lieutenant Mizuki thinks that she is silly, weak, and unsuited for the role. As the only other person to have undergone the procedure, however, Lieutenant Mizuki can hear Chise's thoughts and is the only one who understands her. As the war rages on and Chise's development progresses, Lieutenant Mizuki discovers more about Chise, ultimate weapons, and herself.",OVA,2.0,"Aug 5, 2005 to Sep 9, 2005",UNKNOWN,Finished Airing,"CBC Television, Tohokushinsha Film Corporation",VIZ Media,Studio Fantasia,Manga,30 min per ep,R+ - Mild Nudity,3704.0,4808,18,8165.0,17860,https://cdn.myanimelist.net/images/anime/12/54433.jpg
610,Popotan,UNKNOWN,ぽぽたん,6.26,"Comedy, Drama, Supernatural, Ecchi","Beautiful sisters Ai, Mai, Mii, their android maid Mea and slippery pet ferret Unagi make an amazing journey together through time and space without ever leaving their beloved mansion behind! Following the clues of the strange dandelion-like ""Popotan,"" the girls are theoretically seeking the person who has the answers to their most personal questions, but they seem to have more than enough time to take side trips, meet new friends, visit hot springs and occasionally operate the X-mas shop they keep in the house along the way!

Yet, the girls' ultimate destiny holds more than a few surprises of its own, and not every moment is filled with hilarity, as moving through time means having to leave friends behind as well.

(Source: RightStuf)",TV,12.0,"Jul 18, 2003 to Oct 3, 2003",summer 2003,Finished Airing,Bandai Visual,"Sentai Filmworks, Geneon Entertainment USA",Shaft,Visual novel,24 min per ep,R+ - Mild Nudity,7601.0,4238,57,9749.0,23827,https://cdn.myanimelist.net/images/anime/11/34457.jpg
611,Platonic Chain,UNKNOWN,プラトニック・チェーン,5.64,"Sci-Fi, Slice of Life","In the near future, technology has made a few leaps and bounds, and videophones and constant wireless internet access are available to everyone. However, it would seen that the government has been careless and a skilled hacker was able to break into the national information archive. Using the data held there he creates the Platonic Chain website for people to discover information about themselves and their friends. Words start to spread quickly that there is a site that enables you to look up anything. Coincidentally, three young girls, Hitomi, Rika, and Kanae, are able to access the site.

(Source: ANN)",TV,24.0,"Oct 5, 2002 to Mar 29, 2003",fall 2002,Finished Airing,UNKNOWN,UNKNOWN,ACiD FiLM,Novel,6 min per ep,PG-13 - Teens 13 or older,10326.0,8279,21,941.0,4598,https://cdn.myanimelist.net/images/anime/6/83128.jpg
612,PetoPeto-san,UNKNOWN,ぺとぺとさん,6.53,"Comedy, Romance","After centuries of antagonism and misunderstanding, the Japanese finally welcome youkai into their community. In an attempt at species integration, normal children begin attending school with paranormal creatures who are quite humanoid. Shingo Ohashi finds himself developing feelings for Hatoko ""Petoko"" Fujimura, a half-youkai half-human girl whose powers are: uncontrollable cuteness to enchant those around her (similar to a low-power succubus), get stuck to any other person who touches her bare flesh (cured by her falling asleep), and the ability to disappear even at the molecular stage (which she can for the most part control).

(Source: The Anime Encyclopedia)",TV,13.0,"Jul 9, 2005 to Oct 1, 2005",summer 2005,Finished Airing,"Xebec, Mellow Head, Genco, Media Factory, Toshiba Entertainment",UNKNOWN,XEBEC M2,Light novel,25 min per ep,PG-13 - Teens 13 or older,6212.0,6990,11,2291.0,6980,https://cdn.myanimelist.net/images/anime/1813/133687.jpg
